id;cnpj_base;cnpj_ordem;cnpj_dv;situacao_data;atividade_inicio;cnae_principal;cep;uf;municipio;cnae_descricao;natureza;capital_social;porte_empresa;natureza_descricao;matchmaking
348640001RS;19834864;0001;37;2014-02-01;2014-02-01;1052000;94750000;RS;8963;Fabricação de laticínios;2143;130000.0;demais;Cooperativa;1
378180005GO;33737818;0005;74;2014-02-01;2014-02-01;6424704;74170100;GO;9373;Cooperativas de crédito rural;2143;0.0;demais;Cooperativa;3
055220001TO;19905522;0001;60;2014-03-01;2014-03-01;1629302;77880000;TO;9643;Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis;2143;23400.0;demais;Cooperativa;2
258400001GO;19925840;0001;93;2014-03-01;2014-03-01;4110700;74605110;GO;9373;Incorporação de empreendimentos imobiliários;2143;200.0;demais;Cooperativa;2
237810006SP;53623781;0006;41;2014-03-01;2014-03-01;6424703;16880000;SP;7227;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
207230038SC;83220723;0038;15;2014-03-01;2014-03-01;4731800;89855000;SC;5595;Comércio varejista de combustíveis para veículos automotores;2143;0.0;demais;Cooperativa;3
141750007MG;26014175;0007;37;2014-04-01;2014-04-01;6424703;36170000;MG;5025;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
248910016RS;95424891;0016;04;2014-04-01;2014-04-01;6424703;96835642;RS;8839;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
265180001CE;20126518;0001;83;2014-04-01;2014-04-01;1012101;62880001;CE;1253;Abate de aves;2143;22000.0;demais;Cooperativa;2
994910036PR;81099491;0036;00;2014-04-01;2014-04-01;6424703;87355000;PR;8463;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
020370010MT;24702037;0010;10;2014-04-01;2014-04-01;1011203;78505000;MT;9909;Frigorífico - abate de ovinos e caprinos;2143;0.0;demais;Cooperativa;2
913040001RJ;20591304;0001;88;2014-06-01;2014-06-01;9412099;28024480;RJ;5819;Outras atividades associativas profissionais;2143;15840.0;demais;Cooperativa;0
394510041SC;82639451;0041;25;2014-07-01;2014-07-01;6424703;89051000;SC;8047;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
330770009RS;87733077;0009;06;2013-11-01;2013-11-01;6424703;97560000;RS;8809;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
495510001PA;20649551;0001;98;2014-07-01;2014-07-01;4724500;68633000;PA;0583;Comércio varejista de hortifrutigranjeiros;2143;13200.0;demais;Cooperativa;2
531300001AP;20653130;0001;30;2021-01-01;2014-07-01;4634603;68925001;AP;0615;Comércio atacadista de pescados e frutos do mar;2143;0.0;demais;Cooperativa;2
394510047SC;82639451;0047;10;2014-07-01;2014-07-01;6424703;89021000;SC;8047;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
947030001RJ;20694703;0001;74;2019-09-01;2014-07-01;4110700;20091007;RJ;6001;Incorporação de empreendimentos imobiliários;2143;1000000.0;demais;Cooperativa;2
420850036ES;27942085;0036;03;2014-07-01;2014-07-01;4789099;29680000;ES;5721;Comércio varejista de outros produtos não especificados anteriormente;2143;27982393.41;demais;Cooperativa;2
897820084SC;85789782;0084;70;2014-07-01;2014-07-01;4713002;88440000;SC;8145;Lojas de variedades, exceto lojas de departamentos ou magazines;2143;40274715.86;demais;Cooperativa;3
832990006SC;85283299;0006;04;2014-07-01;2014-07-01;8630503;89802110;SC;8081;Atividade médica ambulatorial restrita a consultas;2143;0.0;demais;Cooperativa;3
640390003SP;17664039;0003;78;2014-08-01;2014-08-01;4930202;12216430;SP;7099;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;26400.0;demais;Cooperativa;2
985970001BA;20798597;0001;79;2020-08-01;2014-08-01;4923002;41820021;BA;3849;Serviço de transporte de passageiros - locação de automóveis com motorista;2143;480000.0;demais;Cooperativa;2
661520002GO;13566152;0002;89;2014-08-01;2014-08-01;0151202;75990000;GO;9515;Criação de bovinos para leite;2143;37200.0;demais;Cooperativa;2
380610003PR;15538061;0003;46;2014-06-01;2014-06-01;3832700;80020000;PR;7535;Recuperação de materiais plásticos;2143;2000.0;demais;Cooperativa;2
569800001RJ;20856980;0001;36;2014-07-01;2014-07-01;4744099;28027350;RJ;5819;Comércio varejista de materiais de construção em geral;2143;400.0;demais;Cooperativa;2
715710001BA;20971571;0001;80;2014-09-01;2014-09-01;8630503;44085182;BA;3515;Atividade médica ambulatorial restrita a consultas;2143;910000.0;demais;Cooperativa;2
076630001BA;21007663;0001;08;2014-09-01;2014-09-01;4923001;45810000;BA;3807;Serviço de táxi;2143;20000.0;demais;Cooperativa;2
428240001ES;21042824;0001;02;2014-09-01;2014-09-01;4930201;29146722;ES;5625;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.;2143;40000.0;demais;Cooperativa;2
286100004RS;92128610;0004;36;2014-09-01;2014-09-01;6629100;95330000;RS;8959;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
199800001RS;21119980;0001;16;2014-09-01;2014-09-01;9430800;95170010;RS;8655;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
595980001PA;21159598;0001;36;2014-10-01;2014-10-01;4724500;68170000;PA;0477;Comércio varejista de hortifrutigranjeiros;2143;29000.0;demais;Cooperativa;2
816680001RN;21181668;0001;52;2014-09-01;2014-09-01;7711000;59190000;RN;1643;Locação de automóveis sem condutor;2143;130000.0;demais;Cooperativa;2
829200001MA;21182920;0001;48;2014-09-01;2014-09-01;1312000;65950000;MA;0731;Preparação e fiação de fibras têxteis naturais, exceto algodão;2143;3003.0;demais;Cooperativa;2
083490022PR;76108349;0022;38;2014-09-01;2014-09-01;4623106;84168260;PR;7495;Comércio atacadista de sementes, flores, plantas e gramas;2143;514910289.51;demais;Cooperativa;3
869820044RS;91586982;0044;30;2014-10-01;2014-10-01;6424703;95110000;RS;8599;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
869820045RS;91586982;0045;11;2014-10-01;2014-10-01;6424703;95400970;RS;8867;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
123740001BA;21212374;0001;40;2014-10-01;2014-10-01;4724500;48970000;BA;3901;Comércio varejista de hortifrutigranjeiros;2143;26000.0;demais;Cooperativa;2
187840005MG;71418784;0005;44;2014-10-01;2014-10-01;6424703;37750000;MG;4779;Cooperativas de crédito mútuo;2143;35000.0;demais;Cooperativa;2
187840006MG;71418784;0006;25;2014-10-01;2014-10-01;6424703;37795000;MG;4051;Cooperativas de crédito mútuo;2143;35000.0;demais;Cooperativa;2
231080039PR;81723108;0039;87;2014-09-01;2014-09-01;6424704;84320000;PR;7811;Cooperativas de crédito rural;2143;188321391.0;demais;Cooperativa;3
283660024SP;48628366;0024;22;2014-10-01;2014-10-01;6550200;13466702;SP;6131;Planos de saúde;2143;0.0;demais;Cooperativa;3
367910108SP;45236791;0108;20;2014-11-01;2014-11-01;4729602;13486321;SP;6639;Comércio varejista de mercadorias em lojas de conveniência;2143;0.0;demais;Cooperativa;3
742870001SC;21474287;0001;61;2014-11-01;2014-11-01;4692300;89920000;SC;8125;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;2000.0;demais;Cooperativa;2
104750007RS;87510475;0007;00;2014-11-01;2014-11-01;6424703;98200000;RS;8701;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
003210001PR;21500321;0001;25;2014-11-01;2014-11-01;3811400;85045796;PR;7583;Coleta de resíduos não-perigosos;2143;420.0;demais;Cooperativa;2
340220001MS;21534022;0001;01;2020-05-01;2014-12-01;9411100;79690000;MS;9745;Atividades de organizações associativas patronais e empresariais;2143;6000.0;demais;Cooperativa;2
808690001PE;21580869;0001;22;2019-05-01;2014-12-01;4781400;50070325;PE;2531;Comércio varejista de artigos do vestuário e acessórios;2143;12000.0;demais;Cooperativa;2
420850038ES;27942085;0038;75;2014-12-01;2014-12-01;4621400;29670000;ES;5649;Comércio atacadista de café em grão;2143;27982393.41;demais;Cooperativa;2
657680001RS;21665768;0001;54;2015-01-01;2015-01-01;0133407;95290000;RS;8545;Cultivo de maçã;2143;110000.0;demais;Cooperativa;3
400710002SC;78840071;0002;70;2015-01-01;2015-01-01;6424703;89700001;SC;8083;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
019810059SP;43001981;0059;10;2015-01-01;2015-01-01;0151201;17800000;SP;6101;Criação de bovinos para corte;2143;0.0;demais;Cooperativa;3
470160001SC;21747016;0001;32;2015-01-01;2015-01-01;4120400;88058001;SC;8105;Construção de edifícios;2143;1050000.0;demais;Cooperativa;2
591000001BA;21759100;0001;76;2015-01-01;2015-01-01;7740300;44790000;BA;3419;Gestão de ativos intangíveis não-financeiros;2143;100000.0;demais;Cooperativa;2
834750003MG;25683475;0003;12;2015-02-01;2015-02-01;6424703;38082080;MG;5401;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
721010001CE;21872101;0001;22;2015-02-01;2015-02-01;0311602;62810000;CE;1593;Pesca de crustáceos e moluscos em água salgada;2143;20000.0;demais;Cooperativa;2
712490002PB;35571249;0002;12;2015-02-01;2015-02-01;6424703;58200000;PB;2027;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
235080001PR;21923508;0001;31;2015-02-01;2015-02-01;3811400;86032010;PR;7667;Coleta de resíduos não-perigosos;2143;1000.0;demais;Cooperativa;2
791020001MG;21979102;0001;70;2015-03-01;2015-03-01;7020400;38613431;MG;5407;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;2143;2200.0;demais;Cooperativa;1
151490016SP;81115149;0016;02;2015-03-01;2015-03-01;6424703;11013151;SP;7071;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
351030001PA;22035103;0001;20;2015-03-01;2015-03-01;4639701;68400000;PA;0441;Comércio atacadista de produtos alimentícios em geral;2143;4100.0;demais;Cooperativa;2
949410021RS;95594941;0021;50;2015-01-01;2015-01-01;6424703;97210000;RS;8665;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
773610001MG;22077361;0001;79;2019-12-01;2015-03-01;4923001;33500000;MG;0592;Serviço de táxi;2143;21000.0;demais;Cooperativa;2
002640001PA;22100264;0001;50;2019-07-01;2015-03-01;4923001;68195000;PA;0631;Serviço de táxi;2143;20000.0;demais;Cooperativa;2
094590001PE;22109459;0001;60;2015-03-01;2015-03-01;4929902;50781350;PE;2531;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;2143;139650.0;demais;Cooperativa;2
732120112SC;83573212;0112;00;2015-03-01;2015-03-01;4731800;89770000;SC;8345;Comércio varejista de combustíveis para veículos automotores;2143;65717825.06;demais;Cooperativa;3
709840004PR;17970984;0004;89;2015-03-01;2015-03-01;9430800;87650000;PR;7531;Atividades de associações de defesa de direitos sociais;2143;1000.0;demais;Cooperativa;2
084260051SP;57508426;0051;37;2015-04-01;2015-04-01;4771701;09030000;SP;7057;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
472180001SP;22247218;0001;88;2015-04-01;2015-04-01;5229001;03620000;SP;7107;Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;2143;2800.0;demais;Cooperativa;3
430410001RJ;22343041;0001;13;2015-04-01;2015-04-01;4921301;23515020;RJ;6001;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;2143;0.0;demais;Cooperativa;2
986460012BA;73398646;0012;03;2015-04-01;2015-04-01;6424703;45345000;BA;3653;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
712490003PB;35571249;0003;01;2015-05-01;2015-05-01;6424703;58055018;PB;2051;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
355420001PR;22435542;0001;20;2019-11-01;2015-02-01;7830200;83203180;PR;7745;Fornecimento e gestão de recursos humanos para terceiros;2143;1600.0;demais;Cooperativa;2
698650001RS;22469865;0001;34;2015-05-01;2015-05-01;0161099;97105030;RS;8841;Atividades de apoio à agricultura não especificadas anteriormente;2143;5000.0;demais;Cooperativa;1
780220001RJ;22478022;0001;02;2020-12-01;2015-05-01;3832700;24751000;RJ;5897;Recuperação de materiais plásticos;2143;2400.0;demais;Cooperativa;2
140600006SC;81014060;0006;70;2015-05-01;2015-05-01;6424703;89873000;SC;0902;Cooperativas de crédito mútuo;2143;20000.0;demais;Cooperativa;2
305310015RJ;28630531;0015;82;2015-04-01;2015-04-01;6550200;24220121;RJ;5865;Planos de saúde;2143;0.0;demais;Cooperativa;2
012860013SP;54401286;0013;80;2015-05-01;2015-05-01;6424703;13400183;SP;6875;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
140670042PR;78414067;0042;38;2015-05-01;2015-05-01;6424703;85862425;PR;7563;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
420850042ES;27942085;0042;51;2015-05-01;2015-05-01;4621400;29375000;ES;5729;Comércio atacadista de café em grão;2143;27982393.41;demais;Cooperativa;2
976240005PE;11897624;0005;01;2015-05-01;2015-05-01;1012101;56750000;PE;2555;Abate de aves;2143;3000.0;demais;Cooperativa;2
019810061MS;43001981;0061;35;2015-05-01;2015-05-01;5211799;79180000;MS;9141;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2143;0.0;demais;Cooperativa;3
517790001DF;22551779;0001;76;2019-02-01;2015-04-01;4687702;72329580;DF;9701;Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;2143;0.0;demais;Cooperativa;2
904190001AL;22590419;0001;83;2015-06-01;2015-06-01;8299799;57052485;AL;2785;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;2143;30000.0;demais;Cooperativa;2
267730001SP;22626773;0001;10;2015-06-01;2015-06-01;4687701;04836410;SP;7107;Comércio atacadista de resíduos de papel e papelão;2143;3000.0;demais;Cooperativa;2
542940001PE;22654294;0001;08;2015-06-01;2015-06-01;4929902;55680000;PE;2345;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;2143;300.0;demais;Cooperativa;2
375300011MG;64237530;0011;02;2015-06-01;2015-06-01;6424703;35460000;MG;4179;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
643560001PE;22664356;0001;62;2015-06-01;2015-06-01;0210106;55280000;PE;2515;Cultivo de mudas em viveiros florestais;2143;14400.0;demais;Cooperativa;2
578830023SP;79457883;0023;29;2015-06-01;2015-06-01;6424703;18010082;SP;7145;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
420690083SP;79342069;0083;08;2015-06-01;2015-06-01;6424703;13730010;SP;6711;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
573540001AM;22757354;0001;18;2015-06-01;2015-06-01;8630504;69065150;AM;0255;Atividade odontológica;2143;43500.0;demais;Cooperativa;2
792040001RN;22779204;0001;05;2015-07-01;2015-07-01;4689399;59200000;RN;1823;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;2143;200.0;demais;Cooperativa;2
394510075SC;82639451;0075;74;2015-07-01;2015-07-01;6424703;89257207;SC;8175;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
690300002PE;11169030;0002;23;2015-08-01;2015-08-01;1931400;55870000;PE;2605;Fabricação de álcool;2143;1000000.0;demais;Cooperativa;2
908460051PR;77890846;0051;38;2015-08-01;2015-08-01;3511501;85139400;PR;7583;Geração de energia elétrica;2143;0.0;demais;Cooperativa;3
367910110SP;45236791;0110;45;2015-08-01;2015-08-01;4729602;14944074;SP;6493;Comércio varejista de mercadorias em lojas de conveniência;2143;0.0;demais;Cooperativa;2
632230146RS;77863223;0146;71;2015-08-01;2015-08-01;4632001;99490000;RS;8923;Comércio atacadista de cereais e leguminosas beneficiados;2143;287997008.16;demais;Cooperativa;3
829700001PE;23082970;0001;89;2015-08-01;2015-08-01;4922101;55636000;PE;2389;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;2143;6000.0;demais;Cooperativa;2
959020001SP;23095902;0001;54;2021-06-01;2015-08-01;6399200;05037120;SP;7107;Outras atividades de prestação de serviços de informação não especificadas anteriormente;2143;240000.0;demais;Cooperativa;2
322460019SP;45232246;0019;56;2015-08-01;2015-08-01;8610101;14110000;SP;6969;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;2143;0.0;demais;Cooperativa;2
632230154RS;77863223;0154;81;2015-08-01;2015-08-01;4632001;98125000;RS;9827;Comércio atacadista de cereais e leguminosas beneficiados;2143;287997008.16;demais;Cooperativa;3
782250001SP;23178225;0001;38;2019-02-01;2015-08-01;8299799;06654806;SP;6551;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;2143;3000.0;demais;Cooperativa;2
632230169RS;77863223;0169;68;2015-08-01;2015-08-01;4632001;98175000;RS;0992;Comércio atacadista de cereais e leguminosas beneficiados;2143;287997008.16;demais;Cooperativa;3
020630002BA;63202063;0002;21;2015-09-01;2015-09-01;8630503;45653005;BA;3573;Atividade médica ambulatorial restrita a consultas;2143;0.0;demais;Cooperativa;2
044670001MA;23304467;0001;20;2015-09-01;2015-09-01;0724301;65290000;MA;0823;Extração de minério de metais preciosos;2143;20000.0;demais;Cooperativa;2
044930001MA;23304493;0001;59;2015-09-01;2015-09-01;0724301;65285000;MA;0783;Extração de minério de metais preciosos;2143;20000.0;demais;Cooperativa;2
759180018SC;83675918;0018;06;2012-08-01;2012-08-01;4712100;89990000;SC;8333;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;2143;0.0;demais;Cooperativa;2
367910113SP;45236791;0113;98;2015-09-01;2015-09-01;4683400;14350000;SP;6119;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
473520001PR;23347352;0001;13;2015-09-01;2015-09-01;4623199;85877000;PR;7889;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;30000.0;demais;Cooperativa;2
381010017PR;78738101;0017;19;2015-09-01;2015-09-01;6550200;84570000;PR;7671;Planos de saúde;2143;0.0;demais;Cooperativa;3
904170001SC;23390417;0001;03;2015-09-01;2015-09-01;7500100;88802090;SC;8089;Atividades veterinárias;2143;10000.0;demais;Cooperativa;2
698530003PR;11969853;0003;14;2015-10-01;2015-10-01;6424704;85890000;PR;8469;Cooperativas de crédito rural;2143;3900.0;demais;Cooperativa;2
018860001PR;23401886;0001;80;2015-10-01;2015-10-01;3832700;87065140;PR;7691;Recuperação de materiais plásticos;2143;1500.0;demais;Cooperativa;2
077700032PR;76107770;0032;04;2015-10-01;2015-10-01;4661300;84197400;PR;7495;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";2143;7000000.0;demais;Cooperativa;3
195840001SP;23419584;0001;30;2015-10-01;2015-10-01;3811400;12238360;SP;7099;Coleta de resíduos não-perigosos;2143;6300.0;demais;Cooperativa;2
246240026SP;46124624;0026;70;2015-10-01;2015-10-01;8610101;13035420;SP;6291;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;2143;0.0;demais;Cooperativa;3
733080001SP;23473308;0001;50;2019-04-01;2015-10-01;9430800;12630000;SP;6273;Atividades de associações de defesa de direitos sociais;2143;6000.0;demais;Cooperativa;2
442510002GO;19444251;0002;74;2015-10-01;2015-10-01;4930201;73700000;GO;9509;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.;2143;20000.0;demais;Cooperativa;2
367910131SP;45236791;0131;70;2015-10-01;2015-10-01;4661300;14092590;SP;6969;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";2143;0.0;demais;Cooperativa;2
589940001MS;23558994;0001;61;2015-10-01;2015-10-01;4930202;79560000;MS;9787;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;27000.0;demais;Cooperativa;2
038870001BA;23603887;0001;08;2015-11-01;2015-11-01;8630502;41820022;BA;3849;Atividade médica ambulatorial com recursos para realização de exames complementares;2143;700000.0;demais;Cooperativa;2
367910135SP;45236791;0135;01;2015-11-01;2015-11-01;4661300;14700906;SP;6221;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";2143;0.0;demais;Cooperativa;2
359870001SC;23635987;0001;16;2015-11-01;2015-11-01;4633801;89980000;SC;8067;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;3150.0;demais;Cooperativa;2
548810014TO;24654881;0014;47;2015-11-01;2015-11-01;6424703;77500000;TO;9559;Cooperativas de crédito mútuo;2143;12500000.0;demais;Cooperativa;2
804760001RJ;23680476;0001;16;2015-11-01;2015-11-01;4649499;24426675;RJ;5897;Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;2330;2000.0;demais;Cooperativas de Consumo;2
474780001GO;23747478;0001;85;2015-11-01;2015-11-01;9430800;75513405;GO;9425;Atividades de associações de defesa de direitos sociais;2143;1000.0;demais;Cooperativa;2
757460001BA;23775746;0001;72;2015-12-01;2015-12-01;8630501;41820020;BA;3849;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;2143;51000.0;demais;Cooperativa;2
833450001PA;23783345;0001;64;2019-04-01;2015-12-01;0899199;68385000;PA;0397;Extração de outros minerais não-metálicos não especificados anteriormente;2143;300.0;demais;Cooperativa;2
251500001SP;21825150;0001;04;2015-02-01;2015-02-01;4633801;18608013;SP;6249;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;14700.0;demais;Cooperativa;2
931470001RO;23793147;0001;81;2015-12-01;2015-12-01;8800600;76868000;RO;0039;Serviços de assistência social sem alojamento;2143;30000.0;demais;Cooperativa;2
589340001PA;23858934;0001;64;2020-11-01;2015-12-01;0220999;68800000;PA;0435;Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas;2143;14400.0;demais;Cooperativa;2
602290022SP;67960229;0022;73;2015-12-01;2015-12-01;6424703;18270370;SP;7181;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
907570001RJ;23890757;0001;01;2015-12-01;2015-12-01;8650001;24020076;RJ;5865;Atividades de enfermagem;2143;10500.0;demais;Cooperativa;2
940910021PR;76194091;0021;59;2015-11-01;2015-11-01;4623199;85525000;PR;7693;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
170640001AM;23917064;0001;57;2016-01-01;2016-01-01;4633801;69001009;AM;0255;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;210000.0;demais;Cooperativa;3
200200001SP;15020020;0001;00;2011-10-01;2011-10-01;4930201;11533330;SP;6371;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.;2143;6267.5;demais;Cooperativa;2
318790001AL;24031879;0001;05;2016-01-01;2016-01-01;1051100;57580000;AL;2787;Preparação do leite;2143;0.0;demais;Cooperativa;2
075200003PB;11907520;0003;60;2012-08-01;2012-08-01;6424703;58410370;PB;1981;Cooperativas de crédito mútuo;2143;503000.0;demais;Cooperativa;2
490270001PB;24149027;0001;09;2016-02-01;2016-02-01;8513900;58396000;PB;1917;Ensino fundamental;2143;30000.0;demais;Cooperativa;2
052390030RS;89305239;0030;18;2016-02-01;2016-02-01;5211799;95940000;RS;8519;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2143;0.0;demais;Cooperativa;3
569680059GO;78956968;0059;08;2016-02-01;2016-02-01;4632001;73850000;GO;9325;Comércio atacadista de cereais e leguminosas beneficiados;2143;56151628.97;demais;Cooperativa;2
799700001RS;24279970;0001;36;2016-02-01;2016-02-01;0810099;96600000;RS;8587;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;2143;1000.0;demais;Cooperativa;3
937310056PR;76093731;0056;64;2016-03-01;2016-03-01;4681801;85415000;PR;7985;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;2143;0.0;demais;Cooperativa;3
817060005PR;77781706;0005;96;2016-03-01;2016-03-01;6550200;84040120;PR;7777;Planos de saúde;2143;0.0;demais;Cooperativa;3
165590001AP;24416559;0001;65;2016-03-01;2016-03-01;0220999;68940000;AP;0607;Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas;2143;230000.0;demais;Cooperativa;3
732120113PR;83573212;0113;91;2016-03-01;2016-03-01;4692300;85555000;PR;7733;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;65717825.06;demais;Cooperativa;3
664580001SP;24466458;0001;07;2016-03-01;2016-03-01;4724500;07500000;SP;7037;Comércio varejista de hortifrutigranjeiros;2143;16800.0;demais;Cooperativa;2
240530001SC;24524053;0001;70;2016-04-01;2016-04-01;4724500;88704730;SC;8367;Comércio varejista de hortifrutigranjeiros;2143;3600.0;demais;Cooperativa;2
489100008SP;24048910;0008;89;2016-04-01;2016-04-01;6424703;13840017;SP;6715;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
489100009SP;24048910;0009;60;2016-04-01;2016-04-01;6424703;13835000;SP;6345;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
753530001RN;24575353;0001;88;2016-04-01;2016-04-01;4713004;59054465;RN;1761;Lojas de departamentos ou magazines, exceto lojas francas (Duty free);2143;0.0;demais;Cooperativa;2
904010034MG;24490401;0034;01;2016-04-01;2016-04-01;4683400;37540000;MG;5191;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
355040001MA;24635504;0001;46;2016-04-01;2016-04-01;0724301;65290000;MA;0823;Extração de minério de metais preciosos;2143;20000.0;demais;Cooperativa;2
095660012SP;62109566;0012;66;2014-06-01;2014-06-01;6424703;13840005;SP;6715;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
277240001PA;24727724;0001;08;2016-05-01;2016-05-01;4632003;68675000;PA;0587;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;2143;10500.0;demais;Cooperativa;2
563850001MG;24756385;0001;80;2016-05-01;2016-05-01;9499500;30150312;MG;4123;Atividades associativas não especificadas anteriormente;2143;1000.0;demais;Cooperativa;2
250690024MG;21025069;0024;36;2016-05-01;2016-05-01;4692300;36830000;MG;4483;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;4600498.96;demais;Cooperativa;2
074990005MT;11407499;0005;04;2016-05-01;2016-05-01;0112101;78360000;MT;9777;Cultivo de algodão herbáceo;2143;2400.0;demais;Cooperativa;1
074990006MT;11407499;0006;87;2016-05-01;2016-05-01;2051700;78746060;MT;9151;Fabricação de defensivos agrícolas;2143;2400.0;demais;Cooperativa;2
865530001BA;24786553;0001;80;2016-05-01;2016-05-01;4724500;45325000;BA;3385;Comércio varejista de hortifrutigranjeiros;2143;4000.0;demais;Cooperativa;2
104410085MT;83310441;0085;25;2016-05-01;2016-05-01;4634601;78149384;MT;9167;Comércio atacadista de carnes bovinas e suínas e derivados;2143;0.0;demais;Cooperativa;2
733850001RS;24873385;0001;60;2016-05-01;2016-05-01;4633801;95575000;RS;5777;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;14500.0;demais;Cooperativa;2
957550025MT;32995755;0025;37;2016-05-01;2016-05-01;6424703;78110400;MT;9167;Cooperativas de crédito mútuo;2143;140509419.97;demais;Cooperativa;2
